Book Name,Author,Publisher,Date Published,Genre,Availability,Return Date,Audience,ISBN,Library Section,Rating,Reviews,Language,Synopsis,Number of Pages,Parent Genre,Complexity,On Demand
I management.,Samantha Evans,Michael Group,2017-09-05,Fiction,6,Available,Young Adults,978-1-61806-981-8,Reference,2.9,746,French,"A thrilling mystery that keeps readers on the edge of their seats, unraveling secrets and twists with every turn of the page.",235,Art,Hard,Yes
Remain really.,Lynn Rose,Patterson-Jones,2019-02-05,Romance,9,Available,Teens,978-0-06-737621-8,Reserve,2.3,365,Japanese,"An enchanting fantasy novel filled with magic, mythical creatures, and epic quests that transport readers to a fantastical realm.",285,Commerce,Easy,No
Enjoy skin drug.,David Stephenson,Phillips LLC,2024-05-10,Romance,2,Available,Adults,978-1-5222-2608-6,General,4.7,93,French,"A humorous collection of anecdotes and stories that entertain and amuse, providing a lighthearted escape from everyday life.",486,Commerce,Easy,No
Huge agreement Mrs.,Gail Perez,Huff-Johnson,2017-10-18,Romance,1,Available,Young Adults,978-0-05-208841-6,Reserve,1.3,276,Chinese,"An educational science book that simplifies complex concepts, making them accessible and interesting for readers of all ages.",275,Art,Medium,Yes
Individual.,Daniel Williams,Ruiz Group,2019-05-26,Fiction,6,Available,Children,978-1-03-139828-1,Special Collection,1.4,930,French,A motivational book that empowers readers to take control of their lives and pursue their passions with confidence.,305,Commerce,Medium,Yes
Without.,Tracy Walker,Hinton PLC,2017-12-10,Self-Help,5,Available,Young Adults,978-1-939460-72-1,Reserve,1.3,359,English,"A detailed guide to understanding the intricacies of a specific field, offering expert insights and practical knowledge.",534,Art,Medium,Yes
Meet lawyer.,Shane Wilson,"Cook, Cervantes and Ramirez",2017-09-11,Romance,8,Available,Children,978-0-04-253368-1,General,2.0,408,Spanish,A suspenseful thriller that takes readers on a rollercoaster ride of unexpected events and shocking revelations.,842,Science,Easy,Yes
Us tree skill.,Leslie Wolf,Ali PLC,2017-10-22,Romance,7,Available,Children,978-0-15-024747-0,Reference,2.7,1000,Spanish,"A heartwarming romance that follows the blossoming love between two characters, overcoming obstacles and finding true happiness.",737,Science,Easy,Yes
Nearly prove.,Austin Davis,Schmidt Ltd,2021-03-02,Romance,3,Available,Seniors,978-0-357-14660-6,Special Collection,1.3,106,Spanish,"An intriguing exploration of the natural world, filled with stunning visuals and fascinating facts about various species.",967,Art,Medium,No
Purpose activity.,Bruce Vargas,"Sherman, Atkinson and Arellano",2022-08-08,Non-Fiction,10,Available,Children,978-1-7357272-3-3,Special Collection,3.4,880,German,"A humorous collection of anecdotes and stories that entertain and amuse, providing a lighthearted escape from everyday life.",642,Science,Easy,No
Four law probably.,Gabrielle Evans,Brown Group,2014-06-30,Non-Fiction,5,Available,Young Adults,978-1-70273-934-4,Reserve,4.4,321,English,"An insightful exploration of human emotions and relationships, delving deep into the complexities of love, loss, and personal growth.",141,Science,Easy,No
Around.,Ian Bryan,Johns Group,2015-09-29,Non-Fiction,10,Available,Young Adults,978-0-591-44828-3,Reserve,1.1,598,English,"A fascinating history of significant events and figures that shaped the world, providing readers with a deeper understanding of the past.",282,Science,Hard,No
Trouble wall.,Kenneth Ray,Price-Bryant,2014-08-12,Fantasy,5,Available,Seniors,978-1-62897-727-1,Reference,3.2,144,German,"A fascinating history of significant events and figures that shaped the world, providing readers with a deeper understanding of the past.",117,Commerce,Medium,Yes
Method now.,Kelly Howard,Santana-Kelly,2016-11-07,Non-Fiction,6,Available,Young Adults,978-1-285-44472-7,Reference,1.6,860,French,"A charming children's book that captivates young readers with its engaging story, colorful illustrations, and valuable life lessons.",133,Art,Easy,Yes
Mrs option fact.,Brandi Bruce,"Mayer, Douglas and Mcintosh",2020-12-08,Science Fiction,4,Available,Teens,978-1-84080-118-7,General,4.2,399,English,"An enchanting fantasy novel filled with magic, mythical creatures, and epic quests that transport readers to a fantastical realm.",718,Science,Medium,No
Total sit.,Nancy Wright,Wade and Sons,2017-04-13,Self-Help,5,Available,Children,978-0-13-289110-3,Reference,3.6,517,German,"A charming children's book that captivates young readers with its engaging story, colorful illustrations, and valuable life lessons.",818,Art,Hard,No
Agree truth.,Bailey Gonzalez MD,Weaver-Duncan,2024-03-29,Fantasy,6,Available,Adults,978-0-7209-0831-2,General,4.4,289,English,"A heartwarming romance that follows the blossoming love between two characters, overcoming obstacles and finding true happiness.",236,Commerce,Medium,No
Position physical.,Kara Lee,"Martinez, Walker and Pitts",2016-09-15,Romance,4,Available,Adults,978-1-59617-715-4,Reserve,3.7,953,Japanese,"A captivating drama that delves into the complexities of family dynamics, loyalty, and the pursuit of personal identity.",383,Science,Hard,No
Beat wait organization.,Stephanie Taylor,"Santiago, Coleman and Rollins",2016-01-07,Children's,1,Available,Adults,978-1-81520-049-6,General,1.7,974,French,"An educational science book that simplifies complex concepts, making them accessible and interesting for readers of all ages.",385,Commerce,Medium,No
Figure particular.,Michael Marshall,"Adams, Green and Diaz",2019-07-23,Non-Fiction,7,2024-07-06,Teens,978-1-76371-866-1,Reference,3.8,259,German,"A heartwarming romance that follows the blossoming love between two characters, overcoming obstacles and finding true happiness.",375,Commerce,Easy,Yes
American age.,Mary Allison,"Brock, Robinson and Garrison",2021-09-23,Self-Help,4,2024-07-09,Children,978-0-482-85533-6,Reserve,1.6,366,Japanese,A comprehensive self-help guide offering practical advice and strategies for personal development and achieving life goals.,887,Commerce,Medium,No
Stop once.,Amber Clarke,Rogers and Sons,2021-07-04,Thriller,1,Available,Adults,978-1-71315-073-2,Special Collection,2.9,922,German,"An engaging analysis of contemporary social issues, encouraging readers to reflect on and challenge their perspectives.",711,Commerce,Medium,No
Mean concern college.,Rachel Cortez,"Love, Lyons and Brown",2020-03-18,Self-Help,7,Available,Young Adults,978-0-366-30821-7,Reserve,1.7,166,English,"A gripping tale of adventure and self-discovery, following the journey of a young protagonist as they navigate through unexpected challenges and triumphs.",518,Commerce,Easy,No
Top PM including.,Lisa Bailey,Perkins-Barnett,2023-03-16,Fiction,2,Available,Adults,978-0-14-749873-1,General,2.5,577,French,"A poetic exploration of life's beauty and struggles, using evocative language and imagery to convey deep emotions.",303,Commerce,Medium,No
Cell.,Ebony Abbott,White Group,2018-06-23,Science Fiction,5,Available,Adults,978-1-127-47614-5,Special Collection,2.8,57,Chinese,"A heartwarming romance that follows the blossoming love between two characters, overcoming obstacles and finding true happiness.",178,Commerce,Easy,No
Note bill matter.,Edward Moran,Brown Group,2017-03-13,Fantasy,3,Available,Adults,978-1-148-40259-8,General,4.8,113,Japanese,A suspenseful thriller that takes readers on a rollercoaster ride of unexpected events and shocking revelations.,185,Commerce,Easy,Yes
Adult.,Danielle Diaz,Johnson PLC,2020-01-17,Romance,2,Available,Adults,978-0-697-03689-6,Reference,1.6,198,French,"An inspiring story of resilience and determination, showcasing how the protagonist overcomes adversity to achieve their dreams.",122,Science,Hard,Yes
Discussion fill.,David Smith,"Ray, Weber and Dennis",2022-08-12,Fantasy,5,Available,Teens,978-0-85688-747-5,Special Collection,4.1,484,Spanish,"A gripping tale of adventure and self-discovery, following the journey of a young protagonist as they navigate through unexpected challenges and triumphs.",407,Commerce,Hard,Yes
Nation success.,Victor Sullivan,Powell Inc,2023-12-30,Science Fiction,7,Available,Adults,978-0-85252-845-7,General,4.5,94,Spanish,A motivational book that empowers readers to take control of their lives and pursue their passions with confidence.,323,Art,Easy,No
Tell player.,Michelle Doyle,Smith Ltd,2018-04-20,Mystery,3,Available,Teens,978-1-874429-06-7,Special Collection,1.5,321,Chinese,"A humorous collection of anecdotes and stories that entertain and amuse, providing a lighthearted escape from everyday life.",650,Science,Easy,Yes
Nor say rise.,Riley Knight,Logan Inc,2023-06-12,Biography,1,Available,Adults,978-0-7872-4272-5,Special Collection,2.2,884,Chinese,"A detailed guide to understanding the intricacies of a specific field, offering expert insights and practical knowledge.",639,Art,Easy,Yes
Account.,Maria Bailey,Hodge Group,2022-10-30,Biography,10,Available,Teens,978-0-7092-4724-1,Reference,2.1,226,French,"A thrilling mystery that keeps readers on the edge of their seats, unraveling secrets and twists with every turn of the page.",784,Science,Medium,Yes
Human.,Jeremy Evans,Morales-Jones,2024-04-10,Self-Help,6,Available,Young Adults,978-0-89352-206-3,General,1.7,260,French,"A heartwarming romance that follows the blossoming love between two characters, overcoming obstacles and finding true happiness.",118,Commerce,Hard,Yes
Painting race.,Stephanie Williams,"Garcia, Chase and Jackson",2021-12-16,Non-Fiction,6,Available,Children,978-0-470-34321-0,General,3.7,805,Chinese,"An inspiring story of resilience and determination, showcasing how the protagonist overcomes adversity to achieve their dreams.",783,Commerce,Medium,No
Boy trip sure.,Sara Hooper,Morales PLC,2018-05-24,Thriller,7,Available,Teens,978-1-230-90753-6,Reserve,4.7,453,English,"A thrilling mystery that keeps readers on the edge of their seats, unraveling secrets and twists with every turn of the page.",433,Science,Easy,Yes
Pull anyone.,Erika Jacobson,Wallace-Richards,2017-02-24,Mystery,8,Available,Adults,978-0-376-34146-4,Special Collection,1.8,172,English,"A captivating science fiction story set in a futuristic world, exploring the impact of technology on society and human interactions.",817,Commerce,Easy,No
Enter executive sell.,Casey Mcfarland,Gonzalez-Williams,2017-11-24,Children's,7,2024-07-11,Young Adults,978-1-350-99279-5,Reserve,2.9,438,German,"A thought-provoking biography of a remarkable individual, highlighting their achievements, struggles, and contributions to society.",640,Art,Hard,Yes
More test product hear.,Candice Castro,Peters PLC,2015-02-16,Thriller,9,Available,Young Adults,978-0-03-720194-6,Reference,3.2,640,German,"A detailed guide to understanding the intricacies of a specific field, offering expert insights and practical knowledge.",164,Art,Medium,Yes
Push.,Amanda Moody,Fletcher PLC,2023-06-09,Fantasy,9,2024-07-04,Young Adults,978-0-252-53722-6,Special Collection,2.1,208,Chinese,A suspenseful thriller that takes readers on a rollercoaster ride of unexpected events and shocking revelations.,644,Commerce,Medium,No
All fact.,Beth Smith,Robertson-Combs,2018-01-22,Mystery,3,Available,Adults,978-0-307-84529-0,Special Collection,4.1,566,English,"An enchanting fantasy novel filled with magic, mythical creatures, and epic quests that transport readers to a fantastical realm.",430,Art,Hard,No
World especially.,Lindsay Douglas,Sanders-Randolph,2023-04-30,Romance,10,Available,Young Adults,978-1-939196-40-8,Reference,2.6,534,French,A suspenseful thriller that takes readers on a rollercoaster ride of unexpected events and shocking revelations.,334,Commerce,Hard,No
Quite detail.,Dustin Bradley,Oconnell-Anderson,2020-05-26,Thriller,6,Available,Teens,978-1-285-40778-4,Reserve,1.4,561,Japanese,"An engaging analysis of contemporary social issues, encouraging readers to reflect on and challenge their perspectives.",725,Commerce,Medium,Yes
Possible.,Sarah Sanchez,Ballard Inc,2021-02-17,Children's,8,Available,Teens,978-1-07-603745-9,Special Collection,2.5,465,Chinese,"A heartwarming romance that follows the blossoming love between two characters, overcoming obstacles and finding true happiness.",652,Commerce,Hard,No
Factor figure.,Dawn Lee,Park-Lawrence,2023-01-06,Romance,4,Available,Adults,978-1-355-22145-6,Reserve,3.2,191,French,"An inspiring story of resilience and determination, showcasing how the protagonist overcomes adversity to achieve their dreams.",173,Art,Hard,Yes
Across meet ok.,Adam Lindsey,"Kelly, Williams and White",2019-12-30,Thriller,7,Available,Teens,978-0-8017-8243-5,General,2.2,496,French,"A thought-provoking biography of a remarkable individual, highlighting their achievements, struggles, and contributions to society.",556,Science,Hard,Yes
Food picture.,Angela Kline,Rodriguez-Bullock,2023-04-11,Mystery,3,Available,Young Adults,978-1-122-75520-7,General,1.3,718,German,"A charming children's book that captivates young readers with its engaging story, colorful illustrations, and valuable life lessons.",595,Science,Hard,Yes
Future money.,Jerry Hinton,Gonzalez-Schmidt,2017-10-05,Mystery,5,Available,Teens,978-1-03-342564-0,Reserve,3.8,133,German,"An inspiring story of resilience and determination, showcasing how the protagonist overcomes adversity to achieve their dreams.",590,Art,Hard,Yes
Prepare news.,John Dixon,Curry-Hawkins,2015-07-13,Fantasy,8,Available,Adults,978-0-03-251084-5,Reserve,2.2,484,German,"A humorous collection of anecdotes and stories that entertain and amuse, providing a lighthearted escape from everyday life.",666,Art,Hard,Yes
